"WBIC","lakeChar_Area","lakeChar_Length","lakeChar_MaxDepth","lakeChar_MeanDepth","fishCommunity_Panfish","fishCommunity_Catfish","fishCommunity_Largemouth.Bass","fishCommunity_Musky","fishCommunity_Northern.Pike","fishCommunity_Rainbow.Smelt","fishCommunity_Smallmouth.Bass","fishCommunity_Sturgeon","fishCommunity_Trout","fishCommunity_Walleye","fishCommunity_Cisco","fishingPressure_Landlock","fishingPressure_publicaccess","fishingPressure_accessscore","fishingPressure_mroad_dist","fishingPressure_Road_dist","lakeOrder","riparian_Developed","riparian_Barren","riparian_Forest","riparian_Shrub.Scrub","riparian_Grassland","riparian_Pasture.hay","riparian_CultivatedCrops","riparian_Wetlands","waterQuality_Secchi_satellite","waterQuality_Secchi","waterQuality_Calcium","waterQuality_Conductance","waterQuality_Alkalinity","waterQuality_pH","waterQuality_totalP","waterQuality_Color","waterQuality_Dissolved.OC","waterQuality_MEI","watershed_HUC10","watershed_Developed","watershed_Barren","watershed_Forest","watershed_Shrub.Scrub","watershed_Grassland","watershed_Pasture.hay","watershed_Cultivated","watershed_Wetlands"
2426300,152126.243,2743.897384,3.3,2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1494.818205,26.757877,1,0.01572327,0,0.701257862,0,0,0,0,0.283018868,2.649094139,2.4,NA,72,35,7.2,NA,2,NA,34.28571429,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2426400,236984.0834,3191.445192,5.1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2484.520641,77.678831,1,0,0,0.814058957,0,0,0,0,0.185941043,2.28396448,1.2,NA,84,49,8.8,NA,4,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2426600,84514.18238,1097.305864,3,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1124.064651,64.749597,0,0,0,0.865671642,0,0,0,0,0.134328358,1.905912848,NA,NA,104,45,6.6,NA,1,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2426800,90531.59263,1273.654817,1.5,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1412.301512,292.753427,-3,0,0,0.288343558,0,0,0,0,0.711656442,4.09235811,0.9,NA,33,9,6.2,NA,2,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2427400,62034.40664,1448.408409,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.215651,16.823134,-3,0.204968944,0,0.770186335,0,0,0,0,0.02484472,NA,NA,NA,57,25,6.8,NA,4,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2428500,17097.69784,827.046515,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736.290314,135.70684,-2,0,0,0.666666667,0,0,0,0,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2428700,303881.5541,8239.295644,2.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.310897,35.428726,1,0.030651341,0,0.342911877,0,0,0,0,0.626436782,3.236859238,0.85,5,67,16,6.5,0.023,NA,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2428900,46026.32477,1100.141063,1.5,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.206427,1.671892,1,0.013245033,0,0.304635762,0,0,0,0,0.682119205,2.564460651,0.9,NA,68,22,6.6,NA,2,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2429000,454552.505,3500.736239,4.5,2.1,1,0,1,1,0,0,0,0,0,0,0,1,1,3,747.956404,12.602013,-3,0.021505376,0,0.543010753,0,0,0,0,0.435483871,2.154796113,1.2,NA,55,18,6.8,NA,2,NA,26.19047619,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2429100,87749.21689,3262.139089,0.9,NA,1,0,1,1,0,0,1,0,0,1,0,0,0,0,169.516673,29.292996,2,0,0,0.712230216,0,0,0,0,0.287769784,1.78985043,NA,NA,93,47,7.2,NA,4,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2429300,864982.6387,7765.652423,6.6,NA,1,0,1,1,0,0,1,0,0,1,0,0,1,3,30.212872,6.785942,2,0.061983471,0,0.796143251,0,0,0,0,0.141873278,1.270408677,1.5,NA,85,40,7.4,NA,4,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2429600,679574.9608,4645.310358,6,3.3,1,0,1,1,1,0,0,0,0,1,0,0,1,3,18.069748,8.141241,2,0.140127389,0,0.723991507,0,0,0,0,0.135881104,1.115700995,1.5,NA,97,44,7,NA,2,NA,29.39393939,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2429800,74475.69915,2957.641613,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.981219,12.165732,2,0.138157895,0,0.555921053,0,0,0,0,0.305921053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2430100,35136.61575,988.383419,NA,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,260.328368,209.748209,-2,0,0,0.149253731,0,0,0,0,0.850746269,NA,NA,NA,73,26,6.2,NA,3,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2430300,2340012.757,26694.72471,6,2.1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,9.860853,6.169431,2,0.029797378,0,0.63647199,0,0,0,0,0.333730632,2.988354419,1.1,5,NA,25,7.1,0.02,NA,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2430500,37645.22233,1244.138326,4.2,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,726.553011,63.517152,-3,0,0,0.473372781,0,0,0,0,0.526627219,3.792026052,NA,NA,18,10,5.6,NA,1,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2430800,457777.481,3371.168391,9,3.3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,96.160922,21.090054,-3,0.020114943,0,0.620689655,0,0,0,0,0.359195402,3.025177155,3.3,NA,42,13,6.6,NA,4,NA,12.72727273,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2431000,121250.5991,1685.335038,9.3,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2169.96123,71.602023,1,0,0,0.790909091,0,0,0,0,0.209090909,3.599375316,0.9,NA,38,17,6.1,NA,3,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2431200,18097.24817,725.440269,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.872611,0,1,0,0,0.774509804,0,0.058823529,0,0,0.166666667,NA,NA,NA,58,30,7.2,NA,1,NA,NA,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2431300,1140982.922,6108.452046,3.3,1.5,1,0,1,0,0,0,0,0,0,0,0,0,1,3,853.064538,0.993162,1,0.006279435,0,0.78021978,0,0.015698587,0,0,0.197802198,1.911293396,2.1,NA,85.33333333,39,7.608333333,NA,4,NA,56.88888889,705000101,0.033442271,0,0.529365491,0.055719006,0.00148917,0.000645609,0.000221241,0.379117211
2431600,1672986.083,13711.84,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,396.68986,36.36202,-3,0.012621359,0,0.922330097,0,0,0,0,0.065048544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2432000,436733.7268,5682.366772,11.1,4.5,1,0,1,1,1,0,1,0,0,1,0,1,0,0,539.446219,16.905161,-3,0.004484305,0,0.816143498,0,0,0,0,0.179372197,2.716692996,4.2,NA,41,15,7.2,NA,4,NA,9.111111111,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2432700,167466.6937,3475.023842,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220.007055,15.302687,-3,0.037878788,0,0.916666667,0,0,0.007575758,0,0.037878788,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2432900,12312.25618,715.760693,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540.306079,11.707711,0,0.007936508,0,0.888888889,0,0,0.031746032,0,0.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2433100,86123.50633,1173.348745,2.7,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30.326775,30.030971,-2,0.16025641,0,0.58974359,0,0,0.243589744,0,0.006410256,1.326943803,NA,NA,120,56,7.2,NA,4,NA,66.66666667,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2433300,17033.70757,1570.2832,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1170.456951,127.719982,0,0,0,0.899441341,0,0,0,0,0.100558659,NA,NA,NA,113,71,7.1,NA,3,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2433500,14535.46547,547.402092,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.305846,165.783511,1,0,0,0.913580247,0,0,0,0,0.086419753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2433600,195255.233,2091.570194,3.9,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,874.745185,23.41568,0,0,0,0.952380952,0,0,0,0,0.047619048,3.525117366,NA,NA,41,18,6.2,NA,3,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2433700,21416.16038,764.709742,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.004048,116.992225,-3,0,0,0.982608696,0,0,0,0,0.017391304,NA,NA,NA,46,25,6.8,NA,3,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2433800,290131.8854,3488.741771,5.1,2.4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,24.219367,13.978941,-3,0.126582278,0,0.837974684,0,0,0,0,0.035443038,2.141101149,2.1,NA,67,31,7.2,NA,4,NA,27.91666667,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2433900,117655.2479,1890.100736,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,762.771245,619.706046,-3,0,0,0.994764398,0,0,0,0,0.005235602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2434500,41616.52512,972.161178,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328.747151,45.738088,1,0.014388489,0,0.870503597,0,0,0,0,0.115107914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2434700,560137.7603,7282.521472,5.4,3.3,1,0,1,1,0,0,0,0,0,1,0,0,1,2,190.502031,14.40221,3,0.112244898,0,0.860544218,0,0,0,0,0.027210884,2.571743621,2.1,9,83,41,7.2,0.008,1,NA,25.15151515,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2434800,1876258.556,25365.78167,4.5,1.8,1,0,1,1,0,0,0,0,0,1,0,0,1,3,190.80527,0,3,0.005855563,0,0.797657775,0,0,0,0,0.196486662,2.774240873,2.1,NA,93.7,45,7.52,NA,4,NA,52.05555556,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2435000,4094811.602,67409.09522,9,2.31,1,0,1,1,0,0,0,0,0,1,0,0,1,3,42.315083,0,3,0.038704365,0,0.758989844,0,0,0.004666484,0,0.197639308,3.439243645,2.55,8,86,43,7.45,0.014,3,NA,37.22943723,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2435400,19748.42535,883.804275,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.938756,276.449573,0,0,0,0.929577465,0,0,0,0,0.070422535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2435700,4833249.326,27804.22743,19.2,4.2,1,0,1,1,0,0,1,0,0,1,0,1,1,3,364.584327,9.785919,-2,0.01727542,0,0.782329714,0,0,0.00148075,0,0.198914116,3.158926447,3.6,NA,90,59,8.2,NA,3,NA,21.42857143,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2435800,1010527.618,6356.696692,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2154.901574,1.344928,-3,0.039915966,0,0.855042017,0,0,0.029411765,0,0.075630252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2435900,111628.311,2353.457612,10.5,4.5,1,0,1,1,0,0,1,0,0,1,0,1,0,0,4626.438763,0,-3,0.015,0,0.665,0,0,0,0,0.32,2.94982427,3.9,NA,119,63,8.8,NA,3,11.8,26.44444444,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2436000,534832.0331,3962.149936,9,4.2,1,0,1,1,0,0,1,0,0,1,0,1,0,0,5005.89298,11.637229,-2,0.051948052,0,0.693506494,0,0,0,0,0.254545455,2.877598379,3.1,15,122,61,8.05,0.016,3,NA,29.04761905,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2436200,10863.51536,400.457641,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5297.561909,461.281439,-2,0,0,0.701492537,0,0,0,0,0.298507463,NA,NA,NA,162,82,7.2,NA,3,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2436400,165659.6683,3430.851145,2.7,1.5,1,0,1,1,0,0,0,0,0,1,0,0,1,2,3330.501671,8.504228,2,0.109803922,0,0.847058824,0,0,0,0,0.043137255,2.848917993,2.7,NA,76,38,7,NA,3,NA,50.66666667,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2436500,721748.8586,10798.06297,9,3.3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2974.979744,0,2,0.094214876,0,0.889256198,0,0,0,0,0.016528926,3.297411848,3.9,NA,81,41,7.4,NA,3,NA,24.54545455,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2436600,213232.4939,6058.392095,4.5,NA,1,0,1,1,0,0,1,0,0,1,0,0,1,2,744.504486,27.845737,-3,0.027972028,0,0.671328671,0,0,0,0,0.300699301,2.934609189,3.3,NA,81,43,7,NA,4,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2436700,853215.2425,6672.792538,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2495.639396,123.353809,1,0,0,0.795801527,0,0,0,0,0.204198473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2436900,1429858.359,12590.78194,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,844.396887,41.065134,-3,0,0,0.914185639,0,0,0,0,0.085814361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2437500,13835.75931,749.822433,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310.683219,644.30771,-3,0,0,0.883495146,0,0,0,0,0.116504854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2437600,149765.0124,2210.213674,1.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945.048208,95.80077,-3,0,0,0.854477612,0,0,0,0,0.145522388,2.91516622,NA,NA,18,7,6.2,NA,4,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2437700,74179.31739,1194.284967,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1612.83547,430.622621,-3,0,0,0.7,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2438000,168265.6861,2946.717159,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86829,21.196597,1,0.068249258,0,0.448071217,0,0,0.011869436,0,0.471810089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2438200,170836.6275,2013.280182,5.1,NA,1,0,1,0,0,0,0,0,0,1,0,1,0,0,181.778147,30.679769,-3,0.019455253,0,0.739299611,0,0,0,0,0.241245136,1.396488407,1.95,8,75,34,7.3,0.016,1,NA,NA,705000103,0.04041732,0,0.771098765,0.01346248,0.005629096,0.021229207,0.001073413,0.147089718
2439300,12004.67325,528.640142,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938.960384,29.406625,1,0.117021277,0,0.64893617,0,0,0,0.234042553,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000107,0.074357486,0.000964796,0.308662501,0.003202342,0.048808916,0.10443767,0.433429098,0.026137192
2446300,30354.48247,910.875477,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,290.489601,18.8339,-3,0.333333333,0,0,0,0,0,0,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000107,0.074357486,0.000964796,0.308662501,0.003202342,0.048808916,0.10443767,0.433429098,0.026137192
2446800,65938.77943,1219.726126,1.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371.074173,124.743283,-3,0,0,0.458715596,0,0.055045872,0,0.100917431,0.385321101,2.027344427,0.3,NA,315,NA,NA,NA,NA,NA,NA,704000104,0.115588665,0.000703371,0.294193332,0.001702672,0.107315483,0.103425501,0.331583485,0.045487492
2448000,308478.43,3943.524778,8.1,3.9,1,0,1,1,1,0,0,0,0,1,0,1,0,0,26.85599,15.703471,-3,0.12849162,0,0.790502793,0,0,0,0,0.081005587,1.660116536,2.7,NA,47,16,7.2,NA,4,NA,12.05128205,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2448300,30761.45708,1012.322168,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,259.824198,165.598165,-3,0,0,0.871287129,0,0,0,0,0.128712871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2448400,16169.28695,794.359328,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,347.182536,251.288687,-3,0,0,0.990740741,0,0,0,0,0.009259259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2448500,15828.93438,609.787569,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,528.297623,25.879507,-3,0.03030303,0,0.909090909,0,0,0,0,0.060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2448600,33112.86966,912.758049,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1113.881138,81.697906,-3,0,0,0.941605839,0,0,0,0,0.058394161,NA,NA,NA,29,8,7.4,NA,2,NA,NA,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2448700,306359.3086,3302.499157,2.7,1.8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1017.856855,26.286123,-3,0.058375635,0,0.845177665,0,0,0,0,0.096446701,3.718437965,1.2,5,32,5,6.2,0.019,2,NA,17.77777778,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2448800,304272.2625,3679.662256,16.8,7.8,1,0,1,1,0,0,1,0,1,1,1,1,1,3,80.371756,11.176728,2,0.048565121,0,0.951434879,0,0,0,0,0,3.67722368,4.5,NA,26,13,7,NA,3,NA,3.333333333,705000104,0.059256596,0.00028875,0.704744339,0.009837141,0.00746232,0.073933737,0.02583821,0.118638907
2449000,62011.44261,1068.634256,3.3,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,560.671305,73.079272,-3,0.070512821,0,0.826923077,0,0,0,0,0.102564103,2.515985786,1.5,NA,19,7,6.2,NA,2,NA,NA,703000203,0.040640049,0,0.742674597,0.034910923,0.009519255,0.012794182,0.004201492,0.155259503
2449100,58461.67105,886.655682,10.8,NA,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3079.966622,202.072607,-3,0,0,0.985294118,0,0,0,0,0.014705882,4.684408418,5.1,NA,31,15,6.8,NA,4,NA,NA,703000203,0.040640049,0,0.742674597,0.034910923,0.009519255,0.012794182,0.004201492,0.155259503
2449200,533487.6235,9563.20221,8.4,2.1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2064.436777,36.892853,-3,0.010335917,0,0.559431525,0,0.051679587,0.258397933,0.033591731,0.086563307,0.968297227,1.4,21,NA,48.5,7.85,0.087,NA,NA,NA,703000506,0.044595604,0,0.396479416,0.005223426,0.042028702,0.299332422,0.165081408,0.047259023
2449300,202810.551,2254.475854,2.4,1.5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,857.696723,70.10906,-3,0,0,0.993377483,0,0.006622517,0,0,0,2.580028416,2.325,0.98,16.7,3.65,6.425,0.011,4,NA,11.13333333,703000203,0.040640049,0,0.742674597,0.034910923,0.009519255,0.012794182,0.004201492,0.155259503
2449400,380519.7864,4612.069338,6.6,2.7,1,0,1,0,1,0,0,0,0,0,0,1,1,3,2684.418534,15.753897,-3,0.090558767,0,0.795761079,0,0.005780347,0.005780347,0,0.102119461,4.010009361,NA,NA,43,14,6,NA,0,NA,15.92592593,703000508,0.063864433,1.71e-05,0.343899224,0.002386976,0.032232726,0.297814952,0.210138173,0.049646413
2449500,24563.8834,633.824025,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2724.546605,25.174679,-3,0.074074074,0,0.925925926,0,0,0,0,0,NA,1,NA,20,12,8.7,NA,5,NA,NA,703000203,0.040640049,0,0.742674597,0.034910923,0.009519255,0.012794182,0.004201492,0.155259503
2449600,40634.76776,930.751649,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,271.965222,164.083671,-3,0,0,0.694915254,0,0,0.118644068,0.059322034,0.127118644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703000508,0.063864433,1.71e-05,0.343899224,0.002386976,0.032232726,0.297814952,0.210138173,0.049646413
2449700,83903.94724,1398.602949,2.7,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1170.244402,86.06435,-3,0.014705882,0,0.774509804,0,0,0.014705882,0.088235294,0.107843137,1.609414167,3,NA,NA,13,6.5,NA,NA,NA,NA,703000109,0.056135668,0,0.640678979,0.007493487,0.008443889,0.15603762,0.038568273,0.092642083
2449800,405615.9726,6955.734979,6.3,2.4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,969.657688,11.572839,-3,0.029010239,0,0.795221843,0,0.001706485,0,0,0.174061433,4.164486497,2.5,1,25,7,6.2,0.017,1,NA,10.41666667,703000202,0.060196478,0.000374379,0.675448482,0.010670434,0.022943877,0.074644147,0.022952882,0.132769321
2449900,104410.9548,1216.858791,1.8,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3769.203341,59.225611,-3,0.016853933,0,0.876404494,0,0,0,0,0.106741573,1.420866062,1.8,NA,18,5,6.8,NA,4,NA,NA,703000105,0.06736023,1.22e-05,0.718651938,0.023977508,0.00329099,0.055971322,0.029531182,0.101204588
2450000,65784.02244,1018.680463,1.2,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3960.771089,68.215401,-3,0.031446541,0,0.855345912,0,0,0,0,0.113207547,1.138727144,1.2,NA,18,5,6.6,NA,4,NA,NA,703000105,0.06736023,1.22e-05,0.718651938,0.023977508,0.00329099,0.055971322,0.029531182,0.101204588
2450100,60998.31529,1067.371284,12,3.6,0,0,0,0,0,0,0,0,1,0,0,1,1,3,30.963632,31.581452,-3,0.128834356,0,0.748466258,0,0,0.049079755,0.073619632,0,4.093803062,4.2,NA,18,8,7.2,NA,4,4.8,5,703000105,0.06736023,1.22e-05,0.718651938,0.023977508,0.00329099,0.055971322,0.029531182,0.101204588
2450200,183902.8746,1681.189042,2.1,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3312.145101,273.256102,-3,0,0,0.816513761,0,0,0,0,0.183486239,2.576574081,2.1,NA,20,7,6.4,NA,4,NA,NA,703000203,0.040640049,0,0.742674597,0.034910923,0.009519255,0.012794182,0.004201492,0.155259503
2450300,28138.60063,651.985414,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,515.067002,21.80069,-3,0.19266055,0,0.706422018,0,0,0.100917431,0,0,NA,NA,NA,201,88,6.2,NA,0,NA,NA,703000506,0.044595604,0,0.396479416,0.005223426,0.042028702,0.299332422,0.165081408,0.047259023
2450400,72510.15229,1354.682775,6.3,NA,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1220.263843,48.600988,-3,0,0,0.738219895,0,0,0,0,0.261780105,3.597920782,3.3,NA,8,4,6.8,NA,4,NA,NA,703000105,0.06736023,1.22e-05,0.718651938,0.023977508,0.00329099,0.055971322,0.029531182,0.101204588
2450500,1497271.53,10521.39568,10.5,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1538.395051,0.031524,-3,0.114398422,0,0.76035503,0,0.001972387,0.07790927,0.010848126,0.034516765,4.511069532,3.3,NA,267,129,7.8,NA,4,NA,NA,703000510,0.072442996,7.28e-05,0.213215614,0.002752813,0.028677382,0.345107624,0.314127036,0.023603755
2450600,36742.32209,838.196516,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2070.301971,328.780641,-3,0,0,0.813953488,0,0.011627907,0.11627907,0.058139535,0,NA,3,NA,65,28,7,NA,4,NA,NA,703000509,0.080855369,0.000894258,0.316986643,0.015976043,0.065641211,0.271466245,0.198957777,0.049222451
